,id,age,job,marital,education,credit_default,housing,loan
6973,6973,51,technician,married,professional_course,unknown,no,no
6974,6974,45,services,divorced,high_school,unknown,yes,no
6975,6975,44,blue-collar,single,basic_9y,no,no,no
6976,6976,48,technician,married,high_school,no,no,no
6977,6977,46,admin,divorced,basic_9y,no,yes,no
6978,6978,43,unemployed,married,university_degree,unknown,no,no
6979,6979,49,blue-collar,married,basic_4y,unknown,yes,no
6980,6980,44,admin,married,university_degree,no,yes,no
6981,6981,56,retired,divorced,basic_4y,unknown,yes,no
6982,6982,34,services,married,high_school,no,no,no
6983,6983,59,entrepreneur,married,university_degree,unknown,no,no
6984,6984,53,unemployed,married,,unknown,no,no
6985,6985,33,services,married,university_degree,no,unknown,unknown
6986,6986,57,blue-collar,married,basic_4y,unknown,no,no
6987,6987,40,technician,married,basic_9y,no,yes,no
6988,6988,43,entrepreneur,married,basic_4y,no,yes,no
6989,6989,45,unknown,married,,no,no,no
6990,6990,41,admin,married,high_school,no,yes,no
6991,6991,25,student,single,high_school,no,unknown,unknown
6992,6992,33,management,single,university_degree,no,unknown,unknown
6993,6993,56,blue-collar,married,basic_4y,unknown,unknown,unknown
6994,6994,37,admin,married,high_school,no,no,yes
6995,6995,48,admin,divorced,high_school,no,no,no
6996,6996,32,services,married,professional_course,no,no,no
6997,6997,47,admin,single,university_degree,unknown,yes,yes
6998,6998,45,blue-collar,married,basic_9y,no,yes,no
6999,6999,43,management,single,basic_4y,no,yes,no
7000,7000,32,technician,married,professional_course,no,no,no
7001,7001,48,blue-collar,married,basic_6y,no,yes,no
7002,7002,46,blue-collar,married,basic_9y,unknown,no,no
7003,7003,50,services,married,high_school,no,no,no
7004,7004,41,admin,married,high_school,no,no,no
7005,7005,42,admin,single,,no,no,no
7006,7006,42,technician,married,university_degree,unknown,no,no
7007,7007,31,admin,married,university_degree,no,yes,no
7008,7008,40,technician,married,professional_course,unknown,yes,no
7009,7009,37,unemployed,married,professional_course,unknown,no,no
7010,7010,37,technician,single,professional_course,no,no,no
7011,7011,45,unknown,married,,unknown,yes,no
7012,7012,32,management,single,university_degree,no,unknown,unknown
7013,7013,41,entrepreneur,married,university_degree,unknown,yes,no
7014,7014,57,technician,married,basic_4y,unknown,no,no
7015,7015,33,management,married,university_degree,no,yes,no
7016,7016,36,admin,married,university_degree,no,yes,no
7017,7017,39,technician,married,professional_course,no,no,no
7018,7018,40,self-employed,married,high_school,unknown,yes,no
7019,7019,31,admin,married,university_degree,no,yes,no
7020,7020,34,management,married,university_degree,no,no,no
7021,7021,42,management,married,university_degree,unknown,no,no
7022,7022,59,retired,divorced,basic_4y,unknown,yes,no
7023,7023,52,admin,married,basic_6y,no,yes,no
7024,7024,30,services,divorced,basic_9y,no,yes,no
7025,7025,52,technician,single,professional_course,unknown,no,no
7026,7026,30,services,divorced,basic_9y,no,no,no
7027,7027,38,services,married,high_school,unknown,no,yes
7028,7028,44,blue-collar,single,basic_4y,no,yes,no
7029,7029,47,admin,married,basic_9y,no,yes,no
7030,7030,38,blue-collar,married,basic_6y,unknown,yes,no
7031,7031,41,blue-collar,married,basic_4y,no,no,no
7032,7032,48,entrepreneur,married,university_degree,no,yes,no
7033,7033,31,admin,single,high_school,no,yes,no
7034,7034,38,self-employed,married,,no,yes,no
7035,7035,52,services,divorced,high_school,no,yes,no
7036,7036,43,blue-collar,married,basic_4y,no,yes,no
7037,7037,46,technician,married,professional_course,no,no,no
7038,7038,34,unemployed,single,university_degree,no,yes,yes
7039,7039,35,services,married,basic_6y,no,yes,no
7040,7040,29,entrepreneur,divorced,basic_9y,no,yes,no
7041,7041,55,admin,divorced,university_degree,no,no,no
7042,7042,24,student,married,university_degree,no,no,no
7043,7043,29,services,single,high_school,no,no,no
7044,7044,39,entrepreneur,single,basic_6y,no,yes,no
7045,7045,30,technician,married,high_school,no,yes,no
7046,7046,30,technician,single,professional_course,no,yes,no
7047,7047,33,blue-collar,married,basic_9y,no,no,no
7048,7048,38,services,married,high_school,no,no,yes
7049,7049,41,blue-collar,married,basic_9y,no,no,no
7050,7050,41,blue-collar,married,basic_4y,unknown,no,no
7051,7051,40,management,single,university_degree,no,no,no
7052,7052,38,services,married,high_school,no,yes,no
7053,7053,28,technician,divorced,professional_course,unknown,yes,no
7054,7054,33,self-employed,single,university_degree,no,no,no
7055,7055,31,admin,divorced,high_school,no,no,no
7056,7056,41,services,married,university_degree,no,no,no
7057,7057,47,blue-collar,married,basic_4y,unknown,no,no
7058,7058,38,technician,married,professional_course,no,yes,no
7059,7059,57,services,married,high_school,unknown,yes,no
7060,7060,56,admin,divorced,basic_9y,unknown,yes,no
7061,7061,28,technician,divorced,high_school,no,yes,no
7062,7062,28,blue-collar,married,basic_9y,unknown,no,no
7063,7063,51,self-employed,married,basic_9y,no,yes,no
7064,7064,41,management,married,,no,yes,no
7065,7065,36,blue-collar,married,,unknown,no,no
7066,7066,41,services,married,university_degree,no,yes,yes
7067,7067,56,admin,married,high_school,no,no,no
7068,7068,41,blue-collar,married,basic_9y,unknown,no,no
7069,7069,26,admin,married,high_school,no,yes,no
7070,7070,44,services,divorced,high_school,no,no,no
7071,7071,42,services,married,basic_6y,no,yes,no
7072,7072,35,technician,single,university_degree,no,no,no
7073,7073,28,self-employed,single,university_degree,no,yes,no
7074,7074,30,technician,single,university_degree,no,no,no
7075,7075,45,technician,divorced,professional_course,no,no,no
7076,7076,47,admin,single,,unknown,no,no
7077,7077,33,management,married,high_school,unknown,yes,no
7078,7078,36,services,married,high_school,unknown,yes,no
7079,7079,41,blue-collar,married,basic_9y,no,no,no
7080,7080,47,admin,married,basic_4y,no,no,no
7081,7081,36,blue-collar,single,high_school,no,no,no
7082,7082,52,services,married,basic_9y,unknown,no,no
7083,7083,28,blue-collar,married,basic_4y,no,no,no
7084,7084,26,self-employed,married,university_degree,no,no,no
7085,7085,36,services,married,high_school,no,no,no
7086,7086,38,management,married,high_school,unknown,no,no
7087,7087,36,admin,married,high_school,no,no,no
7088,7088,39,blue-collar,married,high_school,unknown,yes,no
7089,7089,35,blue-collar,married,basic_9y,unknown,yes,no
7090,7090,37,unemployed,married,university_degree,unknown,no,no
7091,7091,38,admin,married,high_school,no,yes,no
7092,7092,45,technician,married,professional_course,no,no,no
7093,7093,33,unemployed,divorced,basic_9y,no,yes,no
7094,7094,34,management,married,university_degree,no,no,no
7095,7095,31,blue-collar,married,basic_9y,no,no,no
7096,7096,46,blue-collar,married,basic_4y,unknown,unknown,unknown
7097,7097,58,blue-collar,married,basic_4y,unknown,yes,no
7098,7098,40,services,married,high_school,unknown,no,no
7099,7099,46,self-employed,divorced,university_degree,no,yes,yes
7100,7100,39,admin,single,university_degree,no,no,yes
7101,7101,40,technician,married,basic_4y,no,yes,no
7102,7102,34,services,divorced,professional_course,unknown,yes,no
7103,7103,36,unemployed,divorced,professional_course,no,yes,no
7104,7104,30,admin,married,university_degree,no,no,no
7105,7105,50,services,divorced,basic_4y,unknown,yes,yes
7106,7106,42,admin,married,university_degree,no,no,no
7107,7107,45,blue-collar,married,basic_6y,unknown,yes,no
7108,7108,59,entrepreneur,married,basic_9y,no,no,no
7109,7109,59,blue-collar,married,basic_9y,unknown,yes,no
7110,7110,51,admin,married,high_school,no,yes,no
7111,7111,49,technician,married,professional_course,no,no,no
7112,7112,44,blue-collar,married,basic_9y,no,yes,no
7113,7113,30,blue-collar,single,basic_4y,unknown,yes,yes
7114,7114,39,services,married,high_school,no,no,no
7115,7115,35,technician,single,basic_6y,no,unknown,unknown
7116,7116,35,technician,married,university_degree,unknown,no,no
7117,7117,59,admin,married,university_degree,no,yes,yes
7118,7118,59,entrepreneur,married,university_degree,unknown,no,no
7119,7119,43,blue-collar,married,basic_9y,no,no,no
7120,7120,29,services,single,high_school,no,no,no
7121,7121,56,blue-collar,married,basic_4y,no,yes,no
7122,7122,41,housemaid,married,university_degree,no,no,no
7123,7123,47,services,divorced,high_school,no,yes,no
7124,7124,49,services,married,high_school,unknown,yes,no
7125,7125,43,admin,married,basic_9y,no,no,no
7126,7126,34,services,married,high_school,unknown,no,no
7127,7127,31,housemaid,married,high_school,no,no,no
7128,7128,60,admin,single,high_school,no,yes,no
7129,7129,29,self-employed,married,university_degree,no,no,no
7130,7130,34,management,married,professional_course,unknown,no,no
7131,7131,54,retired,married,basic_9y,no,yes,no
7132,7132,31,admin,married,basic_9y,no,no,no
7133,7133,45,blue-collar,married,basic_9y,unknown,no,no
7134,7134,51,services,single,high_school,unknown,yes,no
7135,7135,40,admin,single,high_school,no,yes,no
7136,7136,38,blue-collar,divorced,,no,no,no
7137,7137,37,admin,married,university_degree,no,yes,no
7138,7138,37,technician,single,high_school,unknown,yes,no
7139,7139,36,admin,married,university_degree,no,no,yes
7140,7140,35,entrepreneur,married,university_degree,unknown,yes,yes
7141,7141,54,services,married,,no,no,no
7142,7142,34,services,divorced,basic_9y,no,yes,yes
7143,7143,49,blue-collar,married,,unknown,no,no
7144,7144,42,self-employed,married,basic_6y,no,yes,yes
7145,7145,32,unknown,unknown,university_degree,no,yes,yes
7146,7146,55,technician,married,professional_course,no,yes,no
7147,7147,40,technician,single,university_degree,unknown,no,yes
7148,7148,50,entrepreneur,married,basic_9y,no,no,no
7149,7149,31,blue-collar,married,basic_9y,unknown,no,no
7150,7150,50,technician,divorced,basic_9y,no,no,yes
7151,7151,51,management,married,university_degree,no,yes,no
7152,7152,46,management,married,university_degree,unknown,yes,no
7153,7153,44,blue-collar,married,basic_4y,no,yes,no
7154,7154,57,management,divorced,university_degree,no,yes,no
7155,7155,30,blue-collar,married,university_degree,no,no,no
7156,7156,54,technician,married,university_degree,unknown,no,no
7157,7157,54,retired,divorced,basic_4y,no,yes,no
7158,7158,24,services,single,high_school,no,yes,no
7159,7159,45,self-employed,divorced,university_degree,no,yes,no
7160,7160,49,housemaid,married,professional_course,no,no,no
7161,7161,39,blue-collar,divorced,,unknown,no,yes
7162,7162,36,admin,single,university_degree,no,no,no
7163,7163,31,admin,married,high_school,unknown,yes,no
7164,7164,36,management,married,university_degree,unknown,yes,no
7165,7165,51,services,married,basic_6y,no,yes,no
7166,7166,48,housemaid,divorced,basic_4y,unknown,yes,yes
7167,7167,51,blue-collar,married,basic_6y,unknown,yes,yes
7168,7168,41,technician,married,professional_course,unknown,yes,no
7169,7169,37,blue-collar,single,professional_course,no,yes,no
7170,7170,46,blue-collar,married,basic_4y,unknown,yes,no
7171,7171,54,retired,married,basic_4y,no,no,no
7172,7172,49,admin,single,,unknown,yes,no
7173,7173,41,blue-collar,married,basic_9y,unknown,unknown,unknown
7174,7174,52,self-employed,single,university_degree,unknown,yes,no
7175,7175,30,technician,married,university_degree,unknown,yes,no
7176,7176,30,blue-collar,married,basic_9y,no,yes,no
7177,7177,42,admin,married,high_school,no,no,no
7178,7178,37,technician,single,university_degree,no,yes,no
7179,7179,35,unknown,married,basic_9y,no,no,no
7180,7180,34,blue-collar,married,basic_9y,no,yes,no
7181,7181,49,management,married,basic_4y,no,yes,no
7182,7182,53,self-employed,married,basic_4y,no,no,no
7183,7183,30,admin,single,university_degree,no,yes,no
7184,7184,41,admin,single,university_degree,unknown,yes,no
7185,7185,35,blue-collar,married,basic_4y,no,no,no
7186,7186,55,housemaid,single,basic_9y,no,no,no
7187,7187,27,blue-collar,married,basic_4y,no,yes,no
7188,7188,30,admin,single,university_degree,no,yes,no
7189,7189,33,blue-collar,single,basic_4y,no,no,no
7190,7190,33,admin,married,high_school,no,yes,no
7191,7191,49,admin,married,basic_6y,unknown,no,yes
7192,7192,39,services,married,basic_4y,no,no,no
7193,7193,25,admin,married,university_degree,no,yes,no
7194,7194,35,self-employed,married,university_degree,no,no,yes
7195,7195,37,unemployed,married,professional_course,no,no,no
7196,7196,34,technician,married,professional_course,no,no,no
7197,7197,32,blue-collar,married,basic_9y,unknown,no,no
7198,7198,38,services,single,high_school,no,yes,no
7199,7199,37,self-employed,single,university_degree,unknown,yes,no
7200,7200,31,services,single,high_school,unknown,yes,no
7201,7201,45,admin,married,basic_9y,no,yes,no
7202,7202,35,technician,single,university_degree,unknown,yes,no
7203,7203,31,blue-collar,married,basic_9y,no,yes,no
7204,7204,41,blue-collar,married,basic_6y,no,no,no
7205,7205,29,self-employed,married,university_degree,no,no,no
7206,7206,35,blue-collar,single,,no,no,no
7207,7207,50,blue-collar,married,basic_4y,unknown,yes,no
7208,7208,56,technician,married,professional_course,unknown,yes,no
7209,7209,50,admin,married,basic_9y,no,no,no
7210,7210,25,self-employed,single,university_degree,no,no,no
7211,7211,29,services,single,high_school,no,yes,no
7212,7212,37,blue-collar,divorced,basic_9y,unknown,yes,no
7213,7213,33,self-employed,single,university_degree,no,yes,no
7214,7214,41,technician,single,professional_course,no,yes,no
7215,7215,44,blue-collar,divorced,basic_6y,unknown,yes,no
7216,7216,34,student,single,basic_4y,unknown,yes,no
7217,7217,38,admin,single,basic_9y,no,no,yes
7218,7218,37,services,married,high_school,no,yes,no
7219,7219,35,blue-collar,married,basic_4y,unknown,no,no
7220,7220,52,unemployed,married,high_school,unknown,no,no
7221,7221,40,technician,married,high_school,no,no,no
7222,7222,43,technician,married,university_degree,unknown,no,no
7223,7223,25,services,single,high_school,no,no,no
7224,7224,53,services,married,high_school,unknown,no,no
7225,7225,36,blue-collar,married,basic_9y,unknown,yes,no
7226,7226,59,admin,married,high_school,no,yes,no
7227,7227,46,entrepreneur,married,professional_course,unknown,yes,no
7228,7228,57,self-employed,single,high_school,unknown,no,no
7229,7229,45,technician,married,university_degree,no,yes,no
7230,7230,36,management,married,university_degree,no,yes,no
7231,7231,37,admin,married,university_degree,no,yes,no
7232,7232,31,technician,married,professional_course,no,no,no
7233,7233,46,admin,married,,unknown,yes,no
7234,7234,28,technician,married,high_school,no,yes,no
7235,7235,52,blue-collar,married,basic_4y,no,yes,no
7236,7236,59,blue-collar,married,basic_9y,unknown,no,no
7237,7237,59,admin,married,university_degree,no,yes,yes
7238,7238,38,blue-collar,married,basic_4y,unknown,no,no
7239,7239,25,services,single,,no,yes,yes
7240,7240,36,blue-collar,married,basic_9y,no,yes,no
7241,7241,58,housemaid,married,basic_4y,unknown,no,no
7242,7242,35,admin,married,high_school,no,yes,no
7243,7243,32,blue-collar,single,university_degree,no,yes,no
7244,7244,27,student,single,high_school,unknown,yes,no
7245,7245,34,technician,married,university_degree,no,no,no
7246,7246,50,blue-collar,married,basic_4y,unknown,no,no
7247,7247,32,admin,divorced,university_degree,no,yes,no
7248,7248,37,admin,single,university_degree,no,yes,no
7249,7249,53,management,married,university_degree,unknown,unknown,unknown
7250,7250,33,admin,married,university_degree,no,yes,no
7251,7251,46,blue-collar,married,basic_6y,no,yes,no
7252,7252,40,blue-collar,married,basic_4y,unknown,no,no
7253,7253,51,unemployed,married,basic_4y,unknown,yes,no
7254,7254,39,blue-collar,married,basic_6y,unknown,no,no
7255,7255,42,blue-collar,married,basic_4y,no,yes,no
7256,7256,52,blue-collar,married,basic_4y,unknown,no,no
7257,7257,37,technician,married,university_degree,no,yes,no
7258,7258,36,admin,married,university_degree,no,yes,yes
7259,7259,35,blue-collar,married,basic_9y,unknown,no,no
7260,7260,41,blue-collar,married,basic_4y,unknown,yes,no
7261,7261,33,services,single,high_school,no,no,no
7262,7262,29,admin,married,university_degree,no,no,no
7263,7263,46,blue-collar,married,basic_4y,unknown,yes,no
7264,7264,30,blue-collar,married,basic_9y,no,yes,no
7265,7265,55,retired,married,university_degree,unknown,yes,no
7266,7266,42,admin,single,university_degree,unknown,yes,no
7267,7267,48,services,married,high_school,no,yes,no
7268,7268,32,services,married,high_school,unknown,yes,yes
7269,7269,56,management,divorced,basic_9y,unknown,yes,no
7270,7270,48,technician,married,professional_course,unknown,no,no
7271,7271,40,technician,married,basic_9y,unknown,no,yes
7272,7272,38,technician,single,university_degree,no,yes,yes
7273,7273,38,blue-collar,single,basic_6y,no,no,no
7274,7274,41,blue-collar,married,professional_course,no,no,no
7275,7275,39,management,married,basic_6y,no,yes,no
7276,7276,45,admin,married,basic_9y,unknown,no,yes
7277,7277,46,self-employed,married,basic_4y,unknown,no,no
7278,7278,54,blue-collar,married,university_degree,no,no,yes
7279,7279,29,services,single,basic_4y,no,yes,no
7280,7280,51,blue-collar,married,basic_9y,no,no,no
7281,7281,41,entrepreneur,married,basic_9y,no,yes,no
7282,7282,54,blue-collar,single,basic_4y,no,no,no
7283,7283,31,admin,divorced,university_degree,no,yes,yes
7284,7284,54,admin,married,university_degree,unknown,no,yes
7285,7285,54,technician,divorced,university_degree,no,no,yes
7286,7286,36,admin,divorced,high_school,no,yes,no
7287,7287,31,self-employed,married,university_degree,no,no,yes
7288,7288,30,technician,single,university_degree,unknown,yes,no
7289,7289,58,retired,married,basic_9y,unknown,yes,no
7290,7290,55,admin,married,high_school,no,no,yes
7291,7291,37,blue-collar,single,basic_9y,unknown,no,no
7292,7292,55,technician,married,university_degree,no,yes,no
7293,7293,30,blue-collar,married,basic_9y,no,yes,yes
7294,7294,39,blue-collar,married,basic_4y,no,yes,yes
7295,7295,27,services,single,professional_course,no,no,no
7296,7296,34,blue-collar,married,basic_6y,no,no,no
7297,7297,53,services,married,high_school,unknown,no,no
7298,7298,52,retired,married,basic_9y,unknown,no,no
7299,7299,51,blue-collar,divorced,basic_4y,no,yes,no
7300,7300,49,technician,married,basic_9y,no,yes,no
7301,7301,37,management,married,basic_9y,no,no,no
7302,7302,53,retired,married,basic_4y,no,no,no
7303,7303,53,housemaid,single,basic_4y,unknown,no,no
7304,7304,59,management,married,basic_4y,unknown,yes,no
7305,7305,55,technician,divorced,university_degree,unknown,no,no
7306,7306,34,blue-collar,married,basic_9y,no,no,no
7307,7307,37,services,married,high_school,unknown,yes,yes
7308,7308,45,unknown,married,,no,no,yes
7309,7309,50,blue-collar,single,basic_4y,no,no,no
7310,7310,35,services,married,high_school,no,no,no
7311,7311,28,services,single,high_school,no,no,no
7312,7312,36,entrepreneur,married,university_degree,no,yes,no
7313,7313,37,housemaid,married,university_degree,unknown,yes,no
7314,7314,35,services,single,high_school,no,yes,yes
7315,7315,26,technician,single,professional_course,no,no,no
7316,7316,32,services,married,high_school,no,yes,no
7317,7317,32,blue-collar,married,basic_6y,no,yes,no
7318,7318,59,admin,single,university_degree,no,yes,yes
7319,7319,45,blue-collar,married,basic_6y,unknown,yes,no
7320,7320,30,services,single,high_school,no,yes,no
7321,7321,27,blue-collar,married,basic_4y,unknown,no,no
7322,7322,48,admin,divorced,high_school,no,yes,no
7323,7323,59,blue-collar,married,basic_4y,unknown,no,no
7324,7324,35,blue-collar,married,basic_9y,unknown,no,no
7325,7325,35,blue-collar,single,university_degree,no,yes,yes
7326,7326,37,blue-collar,married,basic_4y,no,no,no
7327,7327,38,blue-collar,married,high_school,unknown,yes,no
7328,7328,39,blue-collar,married,basic_9y,no,no,yes
7329,7329,42,blue-collar,married,,unknown,unknown,unknown
7330,7330,57,technician,married,university_degree,no,no,no
7331,7331,42,housemaid,single,basic_4y,no,yes,no
7332,7332,25,blue-collar,single,high_school,no,yes,no
7333,7333,54,self-employed,married,professional_course,unknown,no,no
7334,7334,46,management,married,basic_9y,no,no,no
7335,7335,34,entrepreneur,married,basic_4y,no,yes,no
7336,7336,44,blue-collar,married,high_school,no,yes,no
7337,7337,42,services,married,professional_course,no,no,no
7338,7338,42,services,married,professional_course,no,yes,no
7339,7339,58,blue-collar,married,basic_4y,unknown,yes,yes
7340,7340,41,blue-collar,married,basic_9y,unknown,no,no
7341,7341,41,management,single,high_school,no,yes,no
7342,7342,48,blue-collar,married,basic_6y,no,no,no
7343,7343,33,blue-collar,single,basic_9y,no,yes,yes
7344,7344,58,services,married,basic_4y,no,no,no
7345,7345,42,admin,single,basic_9y,unknown,no,no
7346,7346,52,self-employed,married,university_degree,no,no,no
7347,7347,31,technician,single,university_degree,no,yes,no
7348,7348,39,admin,single,university_degree,unknown,no,no
7349,7349,35,blue-collar,married,basic_4y,unknown,no,no
7350,7350,28,services,married,high_school,no,yes,no
7351,7351,32,blue-collar,single,basic_9y,no,no,no
7352,7352,37,technician,single,university_degree,no,no,no
7353,7353,36,blue-collar,single,basic_9y,unknown,no,no
7354,7354,51,blue-collar,married,basic_6y,no,yes,no
7355,7355,34,admin,married,high_school,no,no,no
7356,7356,40,admin,married,high_school,no,yes,yes
7357,7357,47,blue-collar,married,basic_9y,no,no,no
7358,7358,43,admin,married,university_degree,no,yes,no
7359,7359,34,housemaid,divorced,high_school,no,no,no
7360,7360,30,admin,married,university_degree,no,yes,no
7361,7361,35,blue-collar,divorced,basic_9y,no,no,yes
7362,7362,45,technician,married,professional_course,unknown,no,no
7363,7363,52,blue-collar,married,basic_4y,unknown,no,no
7364,7364,26,admin,single,high_school,no,yes,no
7365,7365,36,admin,single,university_degree,no,no,no
7366,7366,42,admin,single,university_degree,no,yes,no
7367,7367,30,admin,married,high_school,no,no,no
7368,7368,37,blue-collar,unknown,basic_6y,unknown,no,yes
7369,7369,35,blue-collar,single,basic_9y,no,yes,no
7370,7370,33,entrepreneur,married,university_degree,no,yes,no
7371,7371,38,blue-collar,married,basic_9y,no,yes,yes
7372,7372,34,admin,single,university_degree,no,no,no
7373,7373,28,blue-collar,single,basic_9y,no,no,no
7374,7374,33,admin,married,university_degree,no,yes,no
7375,7375,39,admin,married,university_degree,no,yes,no
7376,7376,26,blue-collar,single,basic_9y,no,no,no
7377,7377,36,housemaid,married,high_school,no,no,no
7378,7378,35,admin,single,high_school,no,no,no
7379,7379,33,self-employed,married,basic_6y,no,no,no
7380,7380,34,services,married,high_school,no,no,yes
7381,7381,27,student,single,university_degree,unknown,no,no
7382,7382,41,admin,single,high_school,no,no,yes
7383,7383,34,blue-collar,married,basic_9y,unknown,yes,no
7384,7384,25,admin,married,university_degree,no,no,no
7385,7385,34,unemployed,married,,no,yes,no
7386,7386,50,admin,married,university_degree,no,yes,no
7387,7387,25,blue-collar,married,basic_6y,no,no,no
7388,7388,26,admin,married,high_school,unknown,no,no
7389,7389,37,self-employed,divorced,university_degree,no,yes,no
7390,7390,49,entrepreneur,married,university_degree,unknown,no,no
7391,7391,37,blue-collar,married,basic_9y,unknown,no,no
7392,7392,32,unemployed,single,high_school,unknown,yes,yes
7393,7393,50,blue-collar,married,basic_4y,unknown,no,no
7394,7394,51,services,married,high_school,unknown,yes,no
7395,7395,55,unknown,married,,unknown,no,no
7396,7396,49,services,married,high_school,no,yes,yes
7397,7397,40,services,married,high_school,no,no,yes
7398,7398,52,blue-collar,single,,unknown,no,no
7399,7399,55,unknown,married,,unknown,yes,no
7400,7400,38,admin,single,university_degree,no,yes,no
7401,7401,52,self-employed,married,university_degree,no,yes,no
7402,7402,34,services,married,high_school,no,yes,no
7403,7403,44,admin,divorced,university_degree,unknown,yes,no
7404,7404,48,blue-collar,married,basic_6y,no,yes,no
7405,7405,26,technician,married,basic_6y,no,yes,no
7406,7406,28,services,married,,no,no,yes
7407,7407,31,entrepreneur,married,basic_9y,unknown,yes,no
7408,7408,58,housemaid,married,basic_4y,unknown,yes,no
7409,7409,37,self-employed,married,basic_9y,no,no,no
7410,7410,43,housemaid,married,basic_4y,unknown,no,no
7411,7411,37,technician,single,university_degree,no,yes,no
7412,7412,37,technician,single,university_degree,no,no,no
7413,7413,35,services,single,high_school,no,yes,no
7414,7414,30,blue-collar,single,basic_4y,unknown,no,no
7415,7415,34,services,married,high_school,no,no,no
7416,7416,30,services,married,high_school,unknown,no,no
7417,7417,37,technician,married,professional_course,unknown,unknown,unknown
7418,7418,38,blue-collar,married,high_school,no,yes,no
7419,7419,30,admin,married,university_degree,no,no,no
7420,7420,25,technician,single,professional_course,no,yes,no
7421,7421,41,admin,divorced,high_school,no,no,no
7422,7422,25,student,single,high_school,no,no,no
7423,7423,26,technician,married,professional_course,no,no,no
7424,7424,37,admin,married,university_degree,no,no,no
7425,7425,44,management,divorced,basic_9y,unknown,no,no
7426,7426,39,technician,married,professional_course,no,yes,no
7427,7427,49,admin,divorced,high_school,no,no,no
7428,7428,41,admin,married,high_school,no,no,no
7429,7429,33,admin,married,high_school,no,no,no
7430,7430,30,admin,married,university_degree,no,yes,yes
7431,7431,37,blue-collar,single,,unknown,no,no
7432,7432,33,management,married,basic_9y,unknown,no,no
7433,7433,35,management,single,,no,no,no
7434,7434,35,housemaid,married,basic_4y,no,no,no
7435,7435,45,blue-collar,divorced,basic_9y,no,unknown,unknown
7436,7436,40,technician,married,university_degree,no,no,no
7437,7437,43,blue-collar,divorced,basic_4y,unknown,yes,no
7438,7438,39,technician,married,university_degree,unknown,yes,no
7439,7439,32,technician,single,university_degree,no,yes,no
7440,7440,45,blue-collar,divorced,basic_9y,no,no,no
7441,7441,29,technician,married,professional_course,no,no,no
7442,7442,36,housemaid,married,high_school,no,yes,yes
7443,7443,35,blue-collar,divorced,basic_9y,no,yes,no
7444,7444,25,blue-collar,married,basic_9y,unknown,yes,no
7445,7445,27,admin,single,high_school,unknown,no,no
7446,7446,40,admin,married,high_school,no,no,no
7447,7447,46,housemaid,married,basic_4y,no,no,no
7448,7448,30,services,single,professional_course,no,yes,no
7449,7449,52,blue-collar,single,,unknown,no,no
7450,7450,36,admin,married,high_school,no,no,no
7451,7451,32,blue-collar,married,professional_course,no,no,no
7452,7452,43,blue-collar,married,basic_4y,unknown,no,yes
7453,7453,26,blue-collar,single,basic_9y,no,yes,no
7454,7454,56,technician,married,basic_4y,unknown,no,no
7455,7455,32,blue-collar,married,basic_9y,no,no,no
7456,7456,43,blue-collar,married,basic_4y,unknown,yes,no
7457,7457,40,management,divorced,university_degree,unknown,yes,yes
7458,7458,30,blue-collar,married,basic_4y,unknown,yes,no
7459,7459,26,admin,married,high_school,no,yes,no
7460,7460,42,unemployed,divorced,high_school,no,no,no
7461,7461,32,blue-collar,married,basic_4y,no,no,no
7462,7462,33,admin,married,university_degree,no,no,no
7463,7463,42,blue-collar,married,basic_9y,unknown,yes,no
7464,7464,43,admin,married,university_degree,no,no,no
7465,7465,26,admin,single,high_school,no,no,yes
7466,7466,41,blue-collar,married,basic_4y,no,yes,no
7467,7467,39,technician,married,professional_course,no,no,no
7468,7468,26,services,single,,no,yes,no
7469,7469,48,blue-collar,married,professional_course,no,no,no
7470,7470,47,blue-collar,married,basic_6y,unknown,yes,no
7471,7471,41,admin,married,university_degree,no,no,no
7472,7472,37,blue-collar,single,basic_9y,unknown,no,no
7473,7473,60,admin,married,high_school,no,yes,no
7474,7474,24,technician,single,professional_course,unknown,yes,yes
7475,7475,52,services,married,high_school,unknown,unknown,unknown
7476,7476,44,blue-collar,married,basic_4y,no,yes,no
7477,7477,30,services,married,high_school,no,yes,yes
7478,7478,50,technician,married,professional_course,no,yes,no
7479,7479,30,blue-collar,married,basic_9y,unknown,no,no
7480,7480,30,services,married,high_school,no,no,no
7481,7481,35,blue-collar,married,,no,no,no
7482,7482,27,services,single,high_school,no,no,no
7483,7483,53,technician,married,professional_course,unknown,yes,no
7484,7484,53,technician,married,professional_course,unknown,yes,no
7485,7485,57,services,divorced,high_school,no,no,no
7486,7486,31,services,married,high_school,no,no,no
7487,7487,25,admin,single,,no,no,no
7488,7488,44,technician,married,professional_course,unknown,no,no
7489,7489,47,admin,single,university_degree,no,no,no
7490,7490,28,technician,single,professional_course,no,yes,no
7491,7491,44,technician,married,high_school,no,no,no
7492,7492,46,blue-collar,divorced,basic_4y,no,yes,no
7493,7493,38,blue-collar,single,basic_9y,unknown,yes,no
7494,7494,29,admin,married,university_degree,no,no,no
7495,7495,46,unemployed,divorced,basic_9y,no,no,no
7496,7496,41,admin,divorced,high_school,no,yes,no
7497,7497,38,blue-collar,single,basic_9y,no,yes,no
7498,7498,25,admin,single,,no,no,no
7499,7499,24,blue-collar,married,basic_9y,unknown,yes,no
