,client_id,contact_duration,number_contacts,pdays,previous_campaign_contacts,previous_outcome,campaign_outcome,campaign_id,last_contact_date
9394,9394,136,6,999,0,,0,1,2022-06-03
9395,9395,303,2,999,0,,0,1,2022-06-10
9396,9396,158,2,999,0,,0,1,2022-06-30
9397,9397,651,1,999,0,,0,1,2022-06-26
9398,9398,118,2,999,0,,0,1,2022-06-03
9399,9399,280,3,999,0,,0,1,2022-06-01
9400,9400,145,1,999,0,,0,1,2022-06-28
9401,9401,39,4,999,0,,0,1,2022-06-07
9402,9402,82,2,999,0,,0,1,2022-06-07
9403,9403,355,4,999,0,,0,1,2022-06-03
9404,9404,151,6,999,0,,0,1,2022-06-06
9405,9405,59,3,999,0,,0,1,2022-06-12
9406,9406,34,2,999,0,,0,1,2022-06-17
9407,9407,190,4,999,0,,0,1,2022-06-24
9408,9408,124,3,999,0,,0,1,2022-06-10
9409,9409,342,10,999,0,,0,1,2022-06-17
9410,9410,72,3,999,0,,0,1,2022-06-11
9411,9411,207,4,999,0,,0,1,2022-06-05
9412,9412,128,2,999,0,,0,1,2022-06-09
9413,9413,304,2,999,0,,0,1,2022-06-11
9414,9414,42,2,999,0,,0,1,2022-06-30
9415,9415,27,4,999,0,,0,1,2022-06-11
9416,9416,396,4,999,0,,0,1,2022-06-06
9417,9417,520,3,999,0,,0,1,2022-06-17
9418,9418,188,7,999,0,,0,1,2022-06-07
9419,9419,93,2,999,0,,0,1,2022-06-21
9420,9420,70,3,999,0,,0,1,2022-06-06
9421,9421,95,4,999,0,,0,1,2022-06-14
9422,9422,392,2,999,0,,0,1,2022-06-22
9423,9423,25,6,999,0,,0,1,2022-06-27
9424,9424,246,4,999,0,,0,1,2022-06-16
9425,9425,94,2,999,0,,0,1,2022-06-30
9426,9426,197,2,999,0,,0,1,2022-06-05
9427,9427,446,3,999,0,,0,1,2022-06-13
9428,9428,145,2,999,0,,0,1,2022-06-24
9429,9429,100,3,999,0,,0,1,2022-06-08
9430,9430,252,4,999,0,,0,1,2022-06-15
9431,9431,100,4,999,0,,0,1,2022-06-22
9432,9432,1469,9,999,0,,1,1,2022-06-21
9433,9433,37,3,999,0,,0,1,2022-06-11
9434,9434,112,5,999,0,,0,1,2022-06-30
9435,9435,235,3,999,0,,0,1,2022-06-09
9436,9436,28,6,999,0,,0,1,2022-06-06
9437,9437,34,16,999,0,,0,1,2022-06-05
9438,9438,121,4,999,0,,0,1,2022-06-24
9439,9439,145,1,999,0,,0,1,2022-06-15
9440,9440,61,1,999,0,,0,1,2022-06-11
9441,9441,82,1,999,0,,0,1,2022-06-04
9442,9442,61,1,999,0,,0,1,2022-06-28
9443,9443,152,1,999,0,,0,1,2022-06-25
9444,9444,606,5,999,0,,0,1,2022-06-16
9445,9445,288,12,999,0,,0,1,2022-06-11
9446,9446,135,1,999,0,,0,1,2022-06-19
9447,9447,685,3,999,0,,1,1,2022-06-19
9448,9448,50,1,999,0,,0,1,2022-06-08
9449,9449,119,1,999,0,,0,1,2022-06-05
9450,9450,160,1,999,0,,0,1,2022-06-15
9451,9451,23,1,999,0,,0,1,2022-06-22
9452,9452,222,2,999,0,,0,1,2022-06-13
9453,9453,122,5,999,0,,0,1,2022-06-05
9454,9454,75,1,999,0,,0,1,2022-06-21
9455,9455,103,1,999,0,,0,1,2022-06-06
9456,9456,383,1,999,0,,0,1,2022-06-27
9457,9457,111,5,999,0,,0,1,2022-06-23
9458,9458,26,1,999,0,,0,1,2022-06-08
9459,9459,174,1,999,0,,0,1,2022-06-22
9460,9460,183,1,999,0,,0,1,2022-06-29
9461,9461,61,1,999,0,,0,1,2022-06-20
9462,9462,59,3,999,0,,0,1,2022-06-03
9463,9463,33,2,999,0,,0,1,2022-06-24
9464,9464,31,1,999,0,,0,1,2022-06-10
9465,9465,109,1,999,0,,0,1,2022-06-04
9466,9466,19,1,999,0,,0,1,2022-06-04
9467,9467,68,1,999,0,,0,1,2022-06-16
9468,9468,243,7,999,0,,0,1,2022-06-22
9469,9469,491,1,999,0,,0,1,2022-06-23
9470,9470,127,1,999,0,,0,1,2022-06-21
9471,9471,1291,3,999,0,,0,1,2022-06-05
9472,9472,221,10,999,0,,0,1,2022-06-01
9473,9473,214,1,999,0,,0,1,2022-06-28
9474,9474,123,1,999,0,,0,1,2022-06-06
9475,9475,74,1,999,0,,0,1,2022-06-05
9476,9476,82,2,999,0,,0,1,2022-06-06
9477,9477,164,2,999,0,,0,1,2022-06-09
9478,9478,256,1,999,0,,0,1,2022-06-18
9479,9479,86,2,999,0,,0,1,2022-06-10
9480,9480,358,3,999,0,,0,1,2022-06-17
9481,9481,349,2,999,0,,0,1,2022-06-20
9482,9482,107,3,999,0,,0,1,2022-06-24
9483,9483,238,1,999,0,,0,1,2022-06-21
9484,9484,38,1,999,0,,0,1,2022-06-25
9485,9485,73,1,999,0,,0,1,2022-06-29
9486,9486,78,1,999,0,,0,1,2022-06-30
9487,9487,832,18,999,0,,0,1,2022-06-29
9488,9488,106,1,999,0,,0,1,2022-06-12
9489,9489,113,1,999,0,,0,1,2022-06-20
9490,9490,529,1,999,0,,0,1,2022-06-29
9491,9491,464,1,999,0,,0,1,2022-06-17
9492,9492,61,1,999,0,,0,1,2022-06-16
9493,9493,108,1,999,0,,0,1,2022-06-17
9494,9494,332,1,999,0,,0,1,2022-06-03
9495,9495,81,1,999,0,,0,1,2022-06-13
9496,9496,112,1,999,0,,0,1,2022-06-23
9497,9497,181,1,999,0,,0,1,2022-06-19
9498,9498,108,1,999,0,,0,1,2022-06-27
9499,9499,226,1,999,0,,0,1,2022-06-06
9500,9500,60,2,999,0,,0,1,2022-06-15
9501,9501,85,1,999,0,,0,1,2022-06-15
9502,9502,202,2,999,0,,0,1,2022-06-08
9503,9503,540,1,999,0,,0,1,2022-06-03
9504,9504,196,1,999,0,,0,1,2022-06-03
9505,9505,52,1,999,0,,0,1,2022-06-03
9506,9506,74,2,999,0,,0,1,2022-06-24
9507,9507,299,4,999,0,,0,1,2022-06-15
9508,9508,311,2,999,0,,0,1,2022-06-22
9509,9509,123,1,999,0,,0,1,2022-06-15
9510,9510,232,1,999,0,,0,1,2022-06-01
9511,9511,65,1,999,0,,0,1,2022-06-09
9512,9512,65,1,999,0,,0,1,2022-06-03
9513,9513,157,2,999,0,,0,1,2022-06-20
9514,9514,216,5,999,0,,0,1,2022-06-17
9515,9515,79,1,999,0,,0,1,2022-06-19
9516,9516,220,4,999,0,,0,1,2022-06-15
9517,9517,152,2,999,0,,0,1,2022-06-24
9518,9518,140,1,999,0,,0,1,2022-06-16
9519,9519,400,1,999,0,,0,1,2022-06-07
9520,9520,163,1,999,0,,0,1,2022-06-13
9521,9521,77,1,999,0,,0,1,2022-06-08
9522,9522,356,5,999,0,,0,1,2022-06-28
9523,9523,117,2,999,0,,0,1,2022-06-05
9524,9524,1055,10,999,0,,1,1,2022-06-16
9525,9525,772,1,999,0,,0,1,2022-06-09
9526,9526,306,1,999,0,,0,1,2022-06-19
9527,9527,64,1,999,0,,0,1,2022-06-20
9528,9528,139,1,999,0,,0,1,2022-06-17
9529,9529,72,1,999,0,,0,1,2022-06-22
9530,9530,49,1,999,0,,0,1,2022-06-17
9531,9531,287,1,999,0,,0,1,2022-06-13
9532,9532,136,1,999,0,,0,1,2022-06-04
9533,9533,119,1,999,0,,0,1,2022-06-10
9534,9534,422,1,999,0,,0,1,2022-06-19
9535,9535,125,1,999,0,,0,1,2022-06-16
9536,9536,114,1,999,0,,0,1,2022-06-24
9537,9537,99,3,999,0,,0,1,2022-06-17
9538,9538,218,1,999,0,,0,1,2022-06-22
9539,9539,174,9,999,0,,0,1,2022-06-21
9540,9540,168,1,999,0,,0,1,2022-06-28
9541,9541,233,1,999,0,,0,1,2022-06-26
9542,9542,322,1,999,0,,0,1,2022-06-08
9543,9543,443,2,999,0,,0,1,2022-06-14
9544,9544,76,1,999,0,,0,1,2022-06-17
9545,9545,217,1,999,0,,0,1,2022-06-21
9546,9546,257,2,999,0,,0,1,2022-06-15
9547,9547,882,1,999,0,,1,1,2022-06-18
9548,9548,254,1,999,0,,0,1,2022-06-17
9549,9549,83,1,999,0,,0,1,2022-06-28
9550,9550,213,1,999,0,,0,1,2022-06-03
9551,9551,252,3,999,0,,0,1,2022-06-28
9552,9552,36,1,999,0,,0,1,2022-06-24
9553,9553,540,1,999,0,,0,1,2022-06-26
9554,9554,280,1,999,0,,0,1,2022-06-19
9555,9555,683,1,999,0,,0,1,2022-06-14
9556,9556,230,3,999,0,,0,1,2022-06-11
9557,9557,452,1,999,0,,0,1,2022-06-26
9558,9558,149,1,999,0,,0,1,2022-06-07
9559,9559,172,1,999,0,,0,1,2022-06-14
9560,9560,51,1,999,0,,0,1,2022-06-13
9561,9561,35,1,999,0,,0,1,2022-06-30
9562,9562,626,1,999,0,,0,1,2022-06-26
9563,9563,122,2,999,0,,0,1,2022-06-14
9564,9564,63,1,999,0,,0,1,2022-06-28
9565,9565,100,1,999,0,,0,1,2022-06-13
9566,9566,70,1,999,0,,0,1,2022-06-19
9567,9567,255,1,999,0,,0,1,2022-06-07
9568,9568,217,1,999,0,,0,1,2022-06-24
9569,9569,1098,1,999,0,,0,1,2022-06-05
9570,9570,176,6,999,0,,0,1,2022-06-10
9571,9571,331,6,999,0,,0,1,2022-06-03
9572,9572,901,1,999,0,,1,1,2022-06-02
9573,9573,123,2,999,0,,0,1,2022-06-15
9574,9574,77,2,999,0,,0,1,2022-06-25
9575,9575,91,1,999,0,,0,1,2022-06-13
9576,9576,63,1,999,0,,0,1,2022-06-17
9577,9577,173,1,999,0,,0,1,2022-06-09
9578,9578,128,1,999,0,,0,1,2022-06-14
9579,9579,76,1,999,0,,0,1,2022-06-05
9580,9580,411,1,999,0,,0,1,2022-06-20
9581,9581,179,2,999,0,,0,1,2022-06-30
9582,9582,139,2,999,0,,0,1,2022-06-12
9583,9583,75,2,999,0,,0,1,2022-06-08
9584,9584,210,2,999,0,,0,1,2022-06-04
9585,9585,700,1,999,0,,1,1,2022-06-17
9586,9586,329,4,999,0,,0,1,2022-06-30
9587,9587,225,2,999,0,,0,1,2022-06-13
9588,9588,96,1,999,0,,0,1,2022-06-01
9589,9589,166,1,999,0,,0,1,2022-06-18
9590,9590,186,3,999,0,,0,1,2022-06-09
9591,9591,92,1,999,0,,0,1,2022-06-20
9592,9592,80,3,999,0,,0,1,2022-06-17
9593,9593,67,1,999,0,,0,1,2022-06-05
9594,9594,190,1,999,0,,0,1,2022-06-21
9595,9595,104,1,999,0,,0,1,2022-06-28
9596,9596,174,1,999,0,,0,1,2022-06-12
9597,9597,37,1,999,0,,0,1,2022-06-23
9598,9598,589,1,999,0,,0,1,2022-06-11
9599,9599,183,1,999,0,,0,1,2022-06-27
9600,9600,151,1,999,0,,0,1,2022-06-06
9601,9601,29,1,999,0,,0,1,2022-06-18
9602,9602,186,1,999,0,,0,1,2022-06-12
9603,9603,73,1,999,0,,0,1,2022-06-20
9604,9604,88,1,999,0,,0,1,2022-06-30
9605,9605,522,1,999,0,,0,1,2022-06-23
9606,9606,112,4,999,0,,0,1,2022-06-26
9607,9607,65,17,999,0,,0,1,2022-06-09
9608,9608,149,2,999,0,,0,1,2022-06-02
9609,9609,206,2,999,0,,0,1,2022-06-22
9610,9610,123,2,999,0,,0,1,2022-06-07
9611,9611,378,1,999,0,,0,1,2022-06-07
9612,9612,100,7,999,0,,0,1,2022-06-05
9613,9613,81,1,999,0,,0,1,2022-06-27
9614,9614,175,3,999,0,,0,1,2022-06-22
9615,9615,250,1,999,0,,0,1,2022-06-06
9616,9616,156,2,999,0,,0,1,2022-06-27
9617,9617,173,1,999,0,,0,1,2022-06-09
9618,9618,127,2,999,0,,0,1,2022-06-17
9619,9619,324,1,999,0,,0,1,2022-06-11
9620,9620,198,2,999,0,,0,1,2022-06-17
9621,9621,87,1,999,0,,0,1,2022-06-08
9622,9622,311,1,999,0,,0,1,2022-06-23
9623,9623,313,1,999,0,,0,1,2022-06-17
9624,9624,302,1,999,0,,0,1,2022-06-16
9625,9625,91,1,999,0,,0,1,2022-06-19
9626,9626,47,1,999,0,,0,1,2022-06-10
9627,9627,119,1,999,0,,0,1,2022-06-04
9628,9628,117,1,999,0,,0,1,2022-06-11
9629,9629,142,3,999,0,,0,1,2022-06-29
9630,9630,183,2,999,0,,0,1,2022-06-07
9631,9631,249,2,999,0,,0,1,2022-06-20
9632,9632,274,2,999,0,,0,1,2022-06-11
9633,9633,144,1,999,0,,0,1,2022-06-23
9634,9634,23,1,999,0,,0,1,2022-06-25
9635,9635,128,1,999,0,,0,1,2022-06-02
9636,9636,491,6,999,0,,1,1,2022-06-02
9637,9637,162,1,999,0,,0,1,2022-06-17
9638,9638,213,1,999,0,,0,1,2022-06-12
9639,9639,164,1,999,0,,0,1,2022-06-20
9640,9640,63,1,999,0,,0,1,2022-06-20
9641,9641,79,1,999,0,,0,1,2022-06-26
9642,9642,114,1,999,0,,0,1,2022-06-13
9643,9643,136,1,999,0,,0,1,2022-06-22
9644,9644,97,1,999,0,,0,1,2022-06-15
9645,9645,100,1,999,0,,0,1,2022-06-08
9646,9646,160,2,999,0,,0,1,2022-06-20
9647,9647,240,2,999,0,,0,1,2022-06-10
9648,9648,78,2,999,0,,0,1,2022-06-26
9649,9649,87,2,999,0,,0,1,2022-06-08
9650,9650,940,1,999,0,,1,1,2022-06-18
9651,9651,340,2,999,0,,0,1,2022-06-05
9652,9652,196,1,999,0,,0,1,2022-06-10
9653,9653,85,1,999,0,,0,1,2022-06-05
9654,9654,199,1,999,0,,0,1,2022-06-26
9655,9655,160,1,999,0,,0,1,2022-06-22
9656,9656,166,2,999,0,,0,1,2022-06-14
9657,9657,271,2,999,0,,0,1,2022-06-02
9658,9658,317,1,999,0,,0,1,2022-06-24
9659,9659,98,1,999,0,,0,1,2022-06-23
9660,9660,123,1,999,0,,0,1,2022-06-08
9661,9661,321,1,999,0,,0,1,2022-06-01
9662,9662,78,3,999,0,,0,1,2022-06-09
9663,9663,73,2,999,0,,0,1,2022-06-05
9664,9664,327,2,999,0,,0,1,2022-06-08
9665,9665,411,2,999,0,,0,1,2022-06-21
9666,9666,198,2,999,0,,0,1,2022-06-19
9667,9667,98,4,999,0,,0,1,2022-06-19
9668,9668,24,1,999,0,,0,1,2022-06-25
9669,9669,352,1,999,0,,0,1,2022-06-22
9670,9670,245,1,999,0,,0,1,2022-06-22
9671,9671,559,1,999,0,,0,1,2022-06-23
9672,9672,440,1,999,0,,0,1,2022-06-22
9673,9673,242,4,999,0,,0,1,2022-06-11
9674,9674,479,4,999,0,,0,1,2022-06-07
9675,9675,514,3,999,0,,0,1,2022-06-10
9676,9676,91,3,999,0,,0,1,2022-06-02
9677,9677,78,2,999,0,,0,1,2022-06-01
9678,9678,318,2,999,0,,0,1,2022-06-15
9679,9679,295,3,999,0,,0,1,2022-06-27
9680,9680,83,2,999,0,,0,1,2022-06-10
9681,9681,346,2,999,0,,0,1,2022-06-17
9682,9682,238,6,999,0,,0,1,2022-06-13
9683,9683,291,3,999,0,,0,1,2022-06-07
9684,9684,149,1,999,0,,0,1,2022-06-08
9685,9685,200,1,999,0,,0,1,2022-06-29
9686,9686,290,1,999,0,,0,1,2022-06-13
9687,9687,222,3,999,0,,0,1,2022-06-19
9688,9688,90,4,999,0,,0,1,2022-06-13
9689,9689,171,2,999,0,,0,1,2022-06-27
9690,9690,170,2,999,0,,0,1,2022-06-03
9691,9691,493,2,999,0,,0,1,2022-06-11
9692,9692,188,2,999,0,,0,1,2022-06-09
9693,9693,17,5,999,0,,0,1,2022-06-19
9694,9694,316,2,999,0,,0,1,2022-06-12
9695,9695,398,2,999,0,,0,1,2022-06-26
9696,9696,782,2,999,0,,0,1,2022-06-06
9697,9697,137,2,999,0,,0,1,2022-06-08
9698,9698,419,2,999,0,,0,1,2022-06-09
9699,9699,65,3,999,0,,0,1,2022-06-24
9700,9700,96,6,999,0,,0,1,2022-06-20
9701,9701,223,2,999,0,,0,1,2022-06-10
9702,9702,70,3,999,0,,0,1,2022-06-22
9703,9703,150,17,999,0,,0,1,2022-06-03
9704,9704,559,2,999,0,,0,1,2022-06-10
9705,9705,952,2,999,0,,1,1,2022-06-19
9706,9706,71,2,999,0,,0,1,2022-06-02
9707,9707,152,2,999,0,,0,1,2022-06-22
9708,9708,486,3,999,0,,1,1,2022-06-24
9709,9709,224,3,999,0,,0,1,2022-06-11
9710,9710,152,4,999,0,,0,1,2022-06-25
9711,9711,22,17,999,0,,0,1,2022-06-16
9712,9712,130,2,999,0,,0,1,2022-06-13
9713,9713,135,3,999,0,,0,1,2022-06-16
9714,9714,199,4,999,0,,0,1,2022-06-09
9715,9715,185,2,999,0,,0,1,2022-06-21
9716,9716,220,2,999,0,,0,1,2022-06-05
9717,9717,85,4,999,0,,0,1,2022-06-28
9718,9718,258,2,999,0,,0,1,2022-06-11
9719,9719,108,2,999,0,,0,1,2022-06-20
9720,9720,244,3,999,0,,0,1,2022-06-11
9721,9721,253,4,999,0,,0,1,2022-06-17
9722,9722,306,5,999,0,,0,1,2022-06-09
9723,9723,134,3,999,0,,0,1,2022-06-23
9724,9724,69,2,999,0,,0,1,2022-06-09
9725,9725,175,3,999,0,,0,1,2022-06-29
9726,9726,436,2,999,0,,0,1,2022-06-25
9727,9727,92,6,999,0,,0,1,2022-06-10
9728,9728,155,3,999,0,,0,1,2022-06-03
9729,9729,371,3,999,0,,0,1,2022-06-27
9730,9730,216,2,999,0,,0,1,2022-06-26
9731,9731,243,2,999,0,,0,1,2022-06-18
9732,9732,718,3,999,0,,0,1,2022-06-14
9733,9733,442,8,999,0,,1,1,2022-06-02
9734,9734,184,5,999,0,,0,1,2022-06-04
9735,9735,189,4,999,0,,0,1,2022-06-24
9736,9736,164,3,999,0,,0,1,2022-06-15
9737,9737,166,3,999,0,,0,1,2022-06-23
9738,9738,699,2,999,0,,0,1,2022-06-24
9739,9739,178,4,999,0,,0,1,2022-06-16
9740,9740,553,2,999,0,,0,1,2022-06-04
9741,9741,1137,3,999,0,,1,1,2022-06-19
9742,9742,100,5,999,0,,0,1,2022-06-20
9743,9743,445,2,999,0,,0,1,2022-06-06
9744,9744,332,2,999,0,,0,1,2022-06-12
9745,9745,61,2,999,0,,0,1,2022-06-13
9746,9746,90,2,999,0,,0,1,2022-06-13
9747,9747,174,2,999,0,,0,1,2022-06-03
9748,9748,204,2,999,0,,0,1,2022-06-05
9749,9749,271,3,999,0,,0,1,2022-06-04
9750,9750,87,13,999,0,,0,1,2022-06-01
9751,9751,330,3,999,0,,0,1,2022-06-25
9752,9752,259,2,999,0,,0,1,2022-06-17
9753,9753,237,2,999,0,,0,1,2022-06-02
9754,9754,116,3,999,0,,0,1,2022-06-07
9755,9755,388,12,999,0,,0,1,2022-06-28
9756,9756,59,6,999,0,,0,1,2022-06-08
9757,9757,329,3,999,0,,0,1,2022-06-15
9758,9758,753,2,999,0,,0,1,2022-06-22
9759,9759,99,26,999,0,,0,1,2022-06-11
9760,9760,42,2,999,0,,0,1,2022-06-20
9761,9761,182,2,999,0,,0,1,2022-06-29
9762,9762,250,2,999,0,,0,1,2022-06-11
9763,9763,511,5,999,0,,0,1,2022-06-28
9764,9764,26,3,999,0,,0,1,2022-06-09
9765,9765,478,2,999,0,,0,1,2022-06-17
9766,9766,579,4,999,0,,0,1,2022-06-22
9767,9767,96,10,999,0,,0,1,2022-06-29
9768,9768,95,3,999,0,,0,1,2022-06-05
9769,9769,126,3,999,0,,0,1,2022-06-19
9770,9770,52,3,999,0,,0,1,2022-06-23
9771,9771,138,4,999,0,,0,1,2022-06-16
9772,9772,94,4,999,0,,0,1,2022-06-26
9773,9773,299,5,999,0,,0,1,2022-06-10
9774,9774,69,6,999,0,,0,1,2022-06-20
9775,9775,44,4,999,0,,0,1,2022-06-28
9776,9776,135,2,999,0,,0,1,2022-06-03
9777,9777,154,10,999,0,,0,1,2022-06-23
9778,9778,80,3,999,0,,0,1,2022-06-13
9779,9779,115,4,999,0,,0,1,2022-06-30
9780,9780,107,3,999,0,,0,1,2022-06-29
9781,9781,308,7,999,0,,0,1,2022-06-24
9782,9782,129,6,999,0,,0,1,2022-06-17
9783,9783,33,8,999,0,,0,1,2022-06-03
9784,9784,296,3,999,0,,0,1,2022-06-25
9785,9785,126,12,999,0,,0,1,2022-06-03
9786,9786,198,5,999,0,,0,1,2022-06-02
9787,9787,73,7,999,0,,0,1,2022-06-25
9788,9788,180,4,999,0,,0,1,2022-06-04
9789,9789,69,2,999,0,,0,1,2022-06-26
9790,9790,76,3,999,0,,0,1,2022-06-18
9791,9791,40,5,999,0,,0,1,2022-06-19
9792,9792,878,3,999,0,,1,1,2022-06-05
9793,9793,54,4,999,0,,0,1,2022-06-27
9794,9794,129,3,999,0,,0,1,2022-06-01
9795,9795,480,3,999,0,,0,1,2022-06-20
9796,9796,583,4,999,0,,1,1,2022-06-01
9797,9797,101,5,999,0,,0,1,2022-06-09
9798,9798,339,2,999,0,,0,1,2022-06-15
9799,9799,27,2,999,0,,0,1,2022-06-11
9800,9800,490,2,999,0,,0,1,2022-06-29
9801,9801,81,3,999,0,,0,1,2022-06-22
9802,9802,399,8,999,0,,0,1,2022-06-04
9803,9803,42,2,999,0,,0,1,2022-06-05
9804,9804,29,2,999,0,,0,1,2022-06-12
9805,9805,75,14,999,0,,0,1,2022-06-07
9806,9806,47,3,999,0,,0,1,2022-06-12
9807,9807,62,2,999,0,,0,1,2022-06-09
9808,9808,484,5,999,0,,0,1,2022-06-20
9809,9809,305,10,999,0,,0,1,2022-06-23
9810,9810,95,1,999,0,,0,1,2022-06-23
9811,9811,893,8,999,0,,1,1,2022-06-27
9812,9812,62,2,999,0,,0,1,2022-06-11
9813,9813,103,3,999,0,,0,1,2022-06-27
9814,9814,204,1,999,0,,0,1,2022-06-06
9815,9815,453,1,999,0,,0,1,2022-06-21
9816,9816,71,1,999,0,,0,1,2022-06-05
9817,9817,91,4,999,0,,0,1,2022-06-29
9818,9818,360,1,999,0,,0,1,2022-06-24
9819,9819,643,1,999,0,,0,1,2022-06-06
9820,9820,29,1,999,0,,0,1,2022-06-28
9821,9821,327,9,999,0,,0,1,2022-06-10
9822,9822,175,4,999,0,,0,1,2022-06-17
9823,9823,109,1,999,0,,0,1,2022-06-14
9824,9824,240,9,999,0,,0,1,2022-06-27
9825,9825,916,1,999,0,,0,1,2022-06-23
9826,9826,363,1,999,0,,0,1,2022-06-03
9827,9827,281,4,999,0,,0,1,2022-06-02
9828,9828,442,1,999,0,,0,1,2022-06-02
9829,9829,196,2,999,0,,0,1,2022-06-23
9830,9830,68,1,999,0,,0,1,2022-06-24
9831,9831,181,1,999,0,,0,1,2022-06-11
9832,9832,88,5,999,0,,0,1,2022-06-01
9833,9833,305,2,999,0,,0,1,2022-06-11
9834,9834,197,3,999,0,,0,1,2022-06-04
9835,9835,133,1,999,0,,0,1,2022-06-16
9836,9836,138,1,999,0,,0,1,2022-06-27
9837,9837,439,1,999,0,,0,1,2022-06-17
9838,9838,232,2,999,0,,0,1,2022-06-18
9839,9839,63,5,999,0,,0,1,2022-06-10
9840,9840,867,1,999,0,,1,1,2022-06-09
9841,9841,587,1,999,0,,1,1,2022-06-10
9842,9842,458,1,999,0,,0,1,2022-06-22
9843,9843,191,1,999,0,,0,1,2022-06-27
9844,9844,64,1,999,0,,0,1,2022-06-05
9845,9845,354,1,999,0,,0,1,2022-06-17
9846,9846,300,1,999,0,,0,1,2022-06-26
9847,9847,105,4,999,0,,0,1,2022-06-06
9848,9848,328,1,999,0,,0,1,2022-06-15
9849,9849,339,1,999,0,,0,1,2022-06-20
9850,9850,561,1,999,0,,0,1,2022-06-16
9851,9851,116,1,999,0,,0,1,2022-06-25
9852,9852,706,1,999,0,,1,1,2022-06-10
9853,9853,261,1,999,0,,0,1,2022-06-28
9854,9854,314,1,999,0,,0,1,2022-06-23
9855,9855,219,1,999,0,,0,1,2022-06-30
9856,9856,139,1,999,0,,0,1,2022-06-13
9857,9857,98,1,999,0,,0,1,2022-06-09
9858,9858,694,2,999,0,,0,1,2022-06-16
9859,9859,68,3,999,0,,0,1,2022-06-13
9860,9860,165,2,999,0,,0,1,2022-06-13
9861,9861,275,2,999,0,,0,1,2022-06-20
9862,9862,153,1,999,0,,0,1,2022-06-21
9863,9863,83,1,999,0,,0,1,2022-06-22
9864,9864,76,1,999,0,,0,1,2022-06-09
9865,9865,79,1,999,0,,0,1,2022-06-13
9866,9866,145,1,999,0,,0,1,2022-06-18
9867,9867,199,1,999,0,,0,1,2022-06-11
9868,9868,158,1,999,0,,0,1,2022-06-20
9869,9869,316,1,999,0,,0,1,2022-06-11
9870,9870,117,2,999,0,,0,1,2022-06-21
9871,9871,288,1,999,0,,0,1,2022-06-17
9872,9872,78,1,999,0,,0,1,2022-06-12
9873,9873,26,1,999,0,,0,1,2022-06-18
9874,9874,100,1,999,0,,0,1,2022-06-28
9875,9875,49,1,999,0,,0,1,2022-06-30
9876,9876,241,1,999,0,,0,1,2022-06-04
9877,9877,95,2,999,0,,0,1,2022-06-07
9878,9878,362,1,999,0,,0,1,2022-06-17
9879,9879,125,1,999,0,,0,1,2022-06-06
9880,9880,91,1,999,0,,0,1,2022-06-28
9881,9881,187,1,999,0,,0,1,2022-06-21
9882,9882,420,1,999,0,,0,1,2022-06-30
9883,9883,115,16,999,0,,0,1,2022-06-28
9884,9884,64,1,999,0,,0,1,2022-06-27
9885,9885,40,1,999,0,,0,1,2022-06-03
9886,9886,113,1,999,0,,0,1,2022-06-25
9887,9887,68,4,999,0,,0,1,2022-06-30
9888,9888,55,1,999,0,,0,1,2022-06-27
9889,9889,62,1,999,0,,0,1,2022-06-09
9890,9890,886,2,999,0,,0,1,2022-06-16
9891,9891,100,1,999,0,,0,1,2022-06-17
9892,9892,61,1,999,0,,0,1,2022-06-11
9893,9893,1199,1,999,0,,1,1,2022-06-21
9894,9894,140,1,999,0,,0,1,2022-06-06
9895,9895,436,1,999,0,,0,1,2022-06-02
9896,9896,72,1,999,0,,0,1,2022-06-06
9897,9897,119,1,999,0,,0,1,2022-06-06
9898,9898,123,1,999,0,,0,1,2022-06-19
9899,9899,553,1,999,0,,0,1,2022-06-05
9900,9900,320,1,999,0,,0,1,2022-06-02
9901,9901,935,1,999,0,,1,1,2022-06-17
9902,9902,74,1,999,0,,0,1,2022-06-24
9903,9903,81,1,999,0,,0,1,2022-06-25
9904,9904,586,1,999,0,,1,1,2022-06-16
9905,9905,950,4,999,0,,0,1,2022-06-24
9906,9906,159,1,999,0,,0,1,2022-06-04
9907,9907,838,2,999,0,,1,1,2022-06-21
9908,9908,46,1,999,0,,0,1,2022-06-15
9909,9909,473,1,999,0,,0,1,2022-06-06
9910,9910,119,1,999,0,,0,1,2022-06-23
9911,9911,967,2,999,0,,1,1,2022-06-24
9912,9912,33,1,999,0,,0,1,2022-06-16
9913,9913,148,1,999,0,,0,1,2022-06-27
9914,9914,651,2,999,0,,1,1,2022-06-06
9915,9915,437,2,999,0,,0,1,2022-06-12
9916,9916,134,2,999,0,,0,1,2022-06-26
9917,9917,116,7,999,0,,0,1,2022-06-30
9918,9918,143,1,999,0,,0,1,2022-06-19
9919,9919,174,1,999,0,,0,1,2022-06-26
9920,9920,63,1,999,0,,0,1,2022-06-02
9921,9921,340,1,999,0,,0,1,2022-06-25
9922,9922,103,1,999,0,,0,1,2022-06-08
9923,9923,41,1,999,0,,0,1,2022-06-01
9924,9924,247,1,999,0,,0,1,2022-06-24
9925,9925,114,1,999,0,,0,1,2022-06-10
9926,9926,327,10,999,0,,0,1,2022-06-02
9927,9927,110,1,999,0,,0,1,2022-06-03
9928,9928,257,1,999,0,,0,1,2022-06-13
